time,rr
0.765625,0.7265625
1.0703125,0.3046875
1.5234375,0.453125
2.015625,0.4921875
2.265625,0.25
2.9609375,0.6953125
4,1.0390625
4.5390625,0.5390625
5.296875,0.7578125
6.0625,0.765625
6.8359375,0.7734375
7.59375,0.7578125
8.0078125,0.4140625
8.359375,0.3515625
9.0078125,0.6484375
10.015625,1.0078125
10.671875,0.65625
11.03125,0.359375
11.5078125,0.4765625
12.0078125,0.5
12.3046875,0.296875
13.0859375,0.78125
13.875,0.7890625
14.65625,0.78125
15.4140625,0.7578125
16.203125,0.7890625
16.9921875,0.7890625
17.765625,0.7734375
18.5546875,0.7890625
19.3359375,0.78125
20.1171875,0.78125
20.8984375,0.78125
21.6796875,0.78125
22.4453125,0.765625
23.2265625,0.78125
24.0390625,0.8125
24.7578125,0.71875
25.03125,0.2734375
25.53125,0.5
26.015625,0.484375
26.3203125,0.3046875
27.09375,0.7734375
27.875,0.78125
28.6484375,0.7734375
29.4140625,0.765625
30.1796875,0.765625
30.9453125,0.765625
31.703125,0.7578125
32,0.296875
32.46875,0.46875
33.21875,0.75
33.953125,0.734375
34.65625,0.703125
35,0.34375
35.390625,0.390625
36.1328125,0.7421875
36.875,0.7421875
37.6328125,0.7578125
38.421875,0.7890625
39.2265625,0.8046875
40,0.7734375
40.8125,0.8125
41.59375,0.78125
42.375,0.78125
42.9921875,0.6171875
43.8984375,0.90625
44.671875,0.7734375
45.4453125,0.7734375
46.2265625,0.78125
47.0078125,0.78125
47.765625,0.7578125
48.546875,0.78125
49.328125,0.78125
50.1015625,0.7734375
50.875,0.7734375
51.6484375,0.7734375
52.4453125,0.796875
53.234375,0.7890625
54.0546875,0.8203125
54.84375,0.7890625
55.640625,0.796875
56.4375,0.796875
57.234375,0.796875
58.03125,0.796875
58.8125,0.78125
59.6015625,0.7890625
60.3828125,0.78125
61.15625,0.7734375
61.9453125,0.7890625
62.71875,0.7734375
63.5078125,0.7890625
64.2734375,0.765625
65.0625,0.7890625
65.84375,0.78125
66.4609375,0.6171875
67.265625,0.8046875
67.9921875,0.7265625
68.84375,0.8515625
69.6328125,0.7890625
70.3984375,0.765625
71.1484375,0.75
71.9140625,0.765625
72.3828125,0.46875
72.8203125,0.4375
73.1484375,0.328125
73.40625,0.2578125
74.0078125,0.6015625
74.765625,0.7578125
75.0390625,0.2734375
76.03125,0.9921875
77.0078125,0.9765625
83,5.9921875
84.9765625,1.9765625
85.9921875,1.015625
87,1.0078125
88,1
88.546875,0.546875
89.0078125,0.4609375
90.0078125,1
90.484375,0.4765625
91.0078125,0.5234375
91.2578125,0.25
92.03125,0.7734375
92.7890625,0.7578125
93.5234375,0.734375
94.2734375,0.75
95.0390625,0.765625
95.9921875,0.953125
96.578125,0.5859375
97.3515625,0.7734375
98,0.6484375
98.921875,0.921875
99.6953125,0.7734375
100.4921875,0.796875
100.9921875,0.5
101.28125,0.2890625
102.0703125,0.7890625
102.859375,0.7890625
103.6484375,0.7890625
104.4375,0.7890625
111,6.5625
112,1
112.265625,0.265625
